id,age,income,total_transactions,total_amount_spent,offers_received,offers_viewed,offers_completed,cluster,cluster_name
e98cd87a44384ac6a0b3ce2ce70f3f3a,88.0,53000.0,14.0,181.45,3.0,3.0,6.0,3,Affluent Moderates
f630d4e757c042a0802e8aef91b9211b,28.0,68000.0,11.0,223.07,5.0,4.0,6.0,4,Frequent Low-Spenders
c5f291c0fb074014a2e2db16a56aee18,69.0,70000.0,13.0,49.489999999999995,4.0,4.0,6.0,3,Affluent Moderates
a5ecec6855aa4835946e9d93bdb5fcd7,56.0,97000.0,6.0,146.67,2.0,2.0,2.0,3,Affluent Moderates
9719186ce75a4e1bab16678eaa81397a,61.0,70000.0,21.0,92.32000000000001,5.0,5.0,4.0,4,Frequent Low-Spenders
9d8f44ec36614d7c992fa640ae133fc3,53.0,87000.0,8.0,230.43,4.0,4.0,6.0,3,Affluent Moderates
e815018e63b34f96abd36d7174ba600f,30.0,48000.0,9.0,108.25,5.0,5.0,6.0,4,Frequent Low-Spenders
70f8c587fcf9433b8ca366eaf480f814,78.0,81000.0,3.0,83.69,3.0,2.0,2.0,3,Affluent Moderates
940cc540a67f4ddfbe25146a2a71355f,82.0,94000.0,10.0,274.59000000000003,5.0,5.0,6.0,1,High-Value Loyalists
ad48cce43e2243d5be3b84b58d022fe2,54.0,61000.0,6.0,28.85,4.0,2.0,0.0,2,Low-Spend Infrequent Users
b8bef39dd2654f90af97658f0ca65f75,94.0,51000.0,19.0,676.41,6.0,2.0,10.0,1,High-Value Loyalists
6ec2b241ddc0404eb3bcf22cb324b69e,94.0,73000.0,8.0,153.19,6.0,6.0,6.0,1,High-Value Loyalists
112332d9986546f8a58ca5b77f9d823e,35.0,50000.0,5.0,59.019999999999996,6.0,5.0,8.0,0,Low-Engagement Customers
d3c01d3f66d142df959c19fb8bef8af9,58.0,93000.0,7.0,156.02,5.0,3.0,8.0,3,Affluent Moderates
e4c1df33299b4b9d9d8924a45823095d,61.0,113000.0,4.0,113.28,4.0,2.0,4.0,3,Affluent Moderates
4f0dcdd442f845248a28fe45f85ec9a6,32.0,50000.0,15.0,183.64,4.0,3.0,6.0,4,Frequent Low-Spenders
f97466e2ac204f199f6adc61504b7108,70.0,96000.0,4.0,120.42,4.0,2.0,4.0,3,Affluent Moderates
5bfbf2afd12c4f49931e100c26506855,76.0,50000.0,8.0,22.28,6.0,4.0,2.0,0,Low-Engagement Customers
0db38d21da2e4d17b1b0b43320b7ebab,82.0,31000.0,12.0,39.120000000000005,4.0,2.0,0.0,2,Low-Spend Infrequent Users
31b1bf63e5774b38b98457142e1e4191,67.0,103000.0,6.0,139.51,6.0,4.0,8.0,1,High-Value Loyalists
c1b48c3da509479ba0df92dd90803fdb,47.0,64000.0,10.0,153.13,5.0,5.0,10.0,1,High-Value Loyalists
1e8555612cf545938953a8a648705185,53.0,104000.0,10.0,228.20999999999998,4.0,2.0,6.0,3,Affluent Moderates
13f26e369c1240c08200f4f1bcf26456,40.0,39000.0,7.0,73.58,6.0,1.0,6.0,4,Frequent Low-Spenders
f79eaef4594e421b83e8c6e4f0234f22,59.0,78000.0,9.0,199.52,4.0,4.0,6.0,3,Affluent Moderates
d1156d13c1d443a885e3ea825975ce8e,76.0,71000.0,6.0,116.05000000000001,5.0,4.0,8.0,1,High-Value Loyalists
c766988254754a299ba73e59bedf8cc0,34.0,38000.0,5.0,23.150000000000002,5.0,3.0,0.0,0,Low-Engagement Customers
c0ed6d30eade4c5d806348ac2d43a16e,43.0,90000.0,10.0,237.51,5.0,5.0,8.0,1,High-Value Loyalists
0121fe001b7a404fa9cbe486f8944baf,86.0,109000.0,6.0,191.68,6.0,2.0,6.0,3,Affluent Moderates
dad1c0e6bfe44dabbcb5c5c355c1cea8,69.0,35000.0,14.0,117.34,5.0,5.0,8.0,4,Frequent Low-Spenders
06f4bfb1cb4c4c968add3d9980a279fa,75.0,75000.0,9.0,205.42,4.0,2.0,8.0,3,Affluent Moderates
f02b33f57a3c4824a99ae579e5ff406b,67.0,110000.0,5.0,102.42,6.0,2.0,2.0,3,Affluent Moderates
53696ba3fa0d4cada4b9aed2b61b5b22,71.0,75000.0,2.0,41.22,2.0,1.0,0.0,2,Low-Spend Infrequent Users
89f98f35964f49559951177fdfebaba2,20.0,51000.0,6.0,21.490000000000002,5.0,4.0,4.0,0,Low-Engagement Customers
bf9a977afac347909f6154675a0e2bc2,59.0,93000.0,5.0,90.52000000000001,4.0,3.0,4.0,3,Affluent Moderates
747ef5ce4cb94dc7998c86f8d3b3d24a,21.0,54000.0,3.0,12.58,5.0,3.0,0.0,0,Low-Engagement Customers
c85102fc7118449c818bf3a3b88e107f,27.0,62000.0,7.0,23.77,5.0,3.0,0.0,0,Low-Engagement Customers
50c3063af3c04074b817b1488e238e66,54.0,120000.0,9.0,233.13,4.0,4.0,6.0,3,Affluent Moderates
d2b287e7ecd34b628b05a16317b2af9a,59.0,99000.0,6.0,157.47,3.0,3.0,4.0,3,Affluent Moderates
9a3ae3cd8ae84a59bd4ffb201c04977e,74.0,82000.0,8.0,165.5,3.0,3.0,6.0,3,Affluent Moderates
3671e62b64104ba49147706fb33087ff,57.0,46000.0,8.0,98.77,3.0,3.0,6.0,2,Low-Spend Infrequent Users
c7415064290d442db71f8208fd565e10,58.0,44000.0,20.0,54.040000000000006,5.0,4.0,6.0,4,Frequent Low-Spenders
ccb81c7706fa46b692d357a2098fdfb1,62.0,52000.0,2.0,23.53,5.0,4.0,0.0,0,Low-Engagement Customers
244d3bc4a9bf4483a7c769b7f1079744,47.0,39000.0,15.0,43.44,5.0,2.0,2.0,4,Frequent Low-Spenders
de557b1ba8494a589bc66d539032f568,19.0,47000.0,13.0,34.82,4.0,4.0,4.0,4,Frequent Low-Spenders
021adce38ab34ede96422ae107643fd5,57.0,65000.0,14.0,247.26,6.0,6.0,6.0,1,High-Value Loyalists
e4193dd54abd45aa8254db2c26982cfc,34.0,61000.0,18.0,72.71000000000001,6.0,6.0,4.0,4,Frequent Low-Spenders
208bf54c363a4542bfe02328b47b9912,20.0,73000.0,20.0,60.230000000000004,5.0,4.0,2.0,4,Frequent Low-Spenders
a83c48c17c2a45daa51345d5fa6a0a7a,41.0,61000.0,11.0,169.29000000000002,4.0,4.0,8.0,4,Frequent Low-Spenders
84c753e586094a35b2086af8ffea63b2,19.0,33000.0,10.0,24.5,5.0,5.0,2.0,4,Frequent Low-Spenders
83d46d42789c42d3bfca525ce3ea8c17,57.0,93000.0,7.0,167.58,5.0,5.0,10.0,1,High-Value Loyalists
6214d18adaa3410f917af1aaa1bf546e,69.0,73000.0,18.0,366.8,4.0,3.0,6.0,1,High-Value Loyalists
a6292629dfb24fc583dd6d324d47a5dd,49.0,79000.0,6.0,128.49,6.0,3.0,6.0,0,Low-Engagement Customers
59e8af4b2fbf4d119611450e20d8bbc2,36.0,63000.0,5.0,65.45,4.0,4.0,4.0,0,Low-Engagement Customers
1d72c517c8404527a34f7431b3f0ba93,52.0,89000.0,4.0,85.75,5.0,3.0,6.0,3,Affluent Moderates
e9d127cf3f794ccbaac940f93c15ce8c,43.0,72000.0,7.0,26.830000000000002,4.0,2.0,0.0,2,Low-Spend Infrequent Users
cfddca83cd5d4f968498841f1e734e2f,19.0,58000.0,2.0,4.35,4.0,1.0,0.0,2,Low-Spend Infrequent Users
b23f03652b9f475eada633abb8d4eb67,47.0,59000.0,15.0,209.36,5.0,4.0,10.0,4,Frequent Low-Spenders
c9f5e6b7918540d692179bf5b1608935,40.0,66000.0,11.0,35.0,5.0,3.0,2.0,0,Low-Engagement Customers
9eebfc7e84054e4c84d3caa8979e40c4,36.0,75000.0,18.0,383.29,4.0,4.0,8.0,1,High-Value Loyalists
2e971027f5ae47f0bc67248629c19afd,71.0,114000.0,4.0,78.47,5.0,2.0,4.0,3,Affluent Moderates
d3fde2db514a40c8bae78da030e153a9,38.0,99000.0,15.0,371.03000000000003,5.0,4.0,6.0,1,High-Value Loyalists
261a27512c6b4c8aaa8cfc6fa465f463,36.0,91000.0,4.0,113.17,6.0,5.0,8.0,1,High-Value Loyalists
2dd5daa8a5e14fcd8fca67457541fc48,72.0,37000.0,4.0,11.620000000000001,1.0,1.0,2.0,2,Low-Spend Infrequent Users
a0ae43a9b2d343e19a7cddb9c07353bd,65.0,30000.0,3.0,18.83,5.0,2.0,0.0,2,Low-Spend Infrequent Users
8b7cb825575046b49bac1174259f446b,49.0,48000.0,3.0,6.359999999999999,5.0,4.0,0.0,0,Low-Engagement Customers
15340eb06d624fa486d5f3853191e9a1,47.0,52000.0,10.0,147.64000000000001,6.0,3.0,10.0,4,Frequent Low-Spenders
3ca81d378ae04fa0b597aa70ef98c403,75.0,97000.0,7.0,146.77,5.0,3.0,4.0,3,Affluent Moderates
6280ae4ee7844024bbcdb9d339d2d859,55.0,63000.0,4.0,53.239999999999995,5.0,5.0,6.0,0,Low-Engagement Customers
c2eacdc687cc41209c602d36803f584c,63.0,84000.0,5.0,103.47,5.0,4.0,4.0,3,Affluent Moderates
7f07308a062844c3bd54012ccdc3fb81,54.0,106000.0,8.0,223.61,5.0,3.0,6.0,3,Affluent Moderates
967e2f8cabb948e1944f7472b2ca92f7,42.0,72000.0,11.0,215.72,4.0,2.0,8.0,4,Frequent Low-Spenders
67e28b7e5ee54bd9a1c1ced1cb359148,67.0,70000.0,12.0,798.63,6.0,6.0,10.0,1,High-Value Loyalists
a05d5de8d4314ec19162578f67af3fee,62.0,74000.0,6.0,141.02,6.0,4.0,6.0,1,High-Value Loyalists
9b42f9e0dc2e465982845e31f0b5c02d,60.0,58000.0,7.0,99.52,6.0,5.0,12.0,1,High-Value Loyalists
b428d395c99941368d692d7bbd31f9d4,74.0,46000.0,4.0,10.16,5.0,2.0,0.0,0,Low-Engagement Customers
d73a95cbae9a483190e8ebafe7dea937,65.0,58000.0,14.0,196.92000000000002,6.0,6.0,8.0,1,High-Value Loyalists
5c4236ce34e845cab4c90167ec59fa30,60.0,57000.0,5.0,14.760000000000002,4.0,2.0,2.0,2,Low-Spend Infrequent Users
e7f1ad269a7144fa9f6213a69b662e5b,70.0,47000.0,8.0,128.35,4.0,2.0,2.0,2,Low-Spend Infrequent Users
eb6159cee95247c5b6a382415faa027e,72.0,109000.0,3.0,63.730000000000004,4.0,3.0,2.0,3,Affluent Moderates
1885c809d58447988f532ff93c41d8e5,50.0,76000.0,3.0,39.71,3.0,3.0,4.0,3,Affluent Moderates
25b16f192a9c418cbc29c814abd62062,54.0,85000.0,13.0,267.9,5.0,4.0,10.0,1,High-Value Loyalists
db06532760134014aa9445c7560554af,66.0,92000.0,12.0,277.81,3.0,2.0,6.0,3,Affluent Moderates
75a147f153b74a3c9168b657a901aa3c,62.0,45000.0,18.0,78.87,5.0,4.0,4.0,4,Frequent Low-Spenders
3ff318b1f700424897bb15fd18c8ebff,20.0,53000.0,4.0,18.19,5.0,3.0,4.0,0,Low-Engagement Customers
947e6148f5364f1d99fd0779fd451769,52.0,92000.0,2.0,29.45,5.0,4.0,0.0,0,Low-Engagement Customers
730a4c52e0ff4efab6531d6d77e33fe5,95.0,66000.0,3.0,26.02,4.0,4.0,0.0,0,Low-Engagement Customers
33834c812b4e47e4955093ad03f6117a,73.0,49000.0,8.0,92.5,4.0,3.0,6.0,3,Affluent Moderates
4bdbd489583245e6a3a39456dccfc1d2,21.0,71000.0,15.0,66.91,5.0,4.0,4.0,4,Frequent Low-Spenders
67122ee1161147c6a50797c6d0084373,90.0,55000.0,3.0,9.97,5.0,4.0,0.0,0,Low-Engagement Customers
7d54b36f7d65453094592e734f3b1f5d,63.0,96000.0,7.0,179.12,5.0,2.0,6.0,3,Affluent Moderates
8b4fdc40b3fa43e0a3c392cc4048150e,29.0,30000.0,7.0,20.86,5.0,4.0,2.0,0,Low-Engagement Customers
d31fa8b9716a45c9a9411eb805f8c7d0,66.0,91000.0,8.0,184.59,3.0,3.0,4.0,3,Affluent Moderates
3a44faa8642a47f2bec31cf91371b13a,59.0,72000.0,5.0,88.69,6.0,4.0,6.0,0,Low-Engagement Customers
42ee9df85c43446b99f37a7ee3296c5f,33.0,64000.0,6.0,20.31,3.0,1.0,2.0,2,Low-Spend Infrequent Users
b424a0f1122a45e691b5f40b3779e5c9,60.0,57000.0,18.0,50.31,3.0,3.0,0.0,2,Low-Spend Infrequent Users
86a00bb1fc2f4034b0f54374a6b42c1b,79.0,77000.0,1.0,16.92,3.0,1.0,0.0,2,Low-Spend Infrequent Users
0e0b661dcd6e456c816747eaf0342057,50.0,86000.0,6.0,143.15,5.0,2.0,6.0,3,Affluent Moderates
8827be85fca64a43bb6459f4099e16f9,28.0,35000.0,5.0,13.370000000000001,4.0,3.0,0.0,2,Low-Spend Infrequent Users
020be6e9805649858595dfbaab15ccd7,67.0,39000.0,16.0,44.69,6.0,3.0,6.0,4,Frequent Low-Spenders
2551b0b1ec404ea89fbaae4c9cce7232,52.0,46000.0,6.0,10.45,5.0,5.0,0.0,0,Low-Engagement Customers
e01921a2a1824acb8d3819e75b954910,61.0,44000.0,4.0,17.55,5.0,3.0,2.0,0,Low-Engagement Customers
05037de294c540d3ba92aa627b992066,28.0,62000.0,10.0,23.4,5.0,2.0,2.0,2,Low-Spend Infrequent Users
872e5259cef8468fb5975a3402e14176,86.0,56000.0,12.0,167.36,4.0,4.0,6.0,1,High-Value Loyalists
9c7eedb7b2a340c39abe071aabaee8af,40.0,51000.0,8.0,92.24,5.0,5.0,6.0,4,Frequent Low-Spenders
42bb26c6f1704c9482a0a949801fee7f,64.0,118000.0,8.0,236.14,4.0,1.0,2.0,3,Affluent Moderates
c53945d7374f4c4787a8fea9a3570d25,64.0,107000.0,4.0,118.77,3.0,3.0,2.0,3,Affluent Moderates
0a9fe790648c471bb8ee7bd554ce3122,63.0,51000.0,1.0,2.05,3.0,0.0,0.0,2,Low-Spend Infrequent Users
7a3f7b744de042fbadf2fe7f72619bda,19.0,54000.0,7.0,30.06,6.0,5.0,0.0,0,Low-Engagement Customers
a8359470eecc407b813a41fa5fb8b091,41.0,32000.0,13.0,24.23,4.0,4.0,0.0,4,Frequent Low-Spenders
92ee39236adb4aea87e5d4c96026f0f1,51.0,79000.0,0.0,0.0,3.0,2.0,0.0,2,Low-Spend Infrequent Users
67270b961f1c422e991373e75a4f2f40,62.0,99000.0,6.0,172.85,5.0,3.0,6.0,3,Affluent Moderates
774850c7a7054920b8ad02fd25ff5ee0,47.0,65000.0,9.0,124.52000000000001,4.0,4.0,4.0,4,Frequent Low-Spenders
248299cb7b7c4aa184e23eb2d5969b6d,54.0,99000.0,5.0,96.52000000000001,5.0,3.0,8.0,3,Affluent Moderates
c3f272422a0a47ab8dd05239a6b0bbf4,54.0,63000.0,17.0,289.09000000000003,4.0,4.0,8.0,4,Frequent Low-Spenders
3a2f309ab7f24014b7d4a061742cb0cc,69.0,92000.0,10.0,227.37,5.0,5.0,10.0,1,High-Value Loyalists
50af1c2d62584c06ad8058ea5701fd05,55.0,83000.0,8.0,168.27,5.0,3.0,6.0,3,Affluent Moderates
15423c3dc40b4ef980962328103c18be,29.0,59000.0,12.0,36.6,4.0,3.0,4.0,4,Frequent Low-Spenders
6de9de1e918648bcb0b69a72d12f6a74,49.0,57000.0,9.0,38.27,6.0,3.0,4.0,0,Low-Engagement Customers
34e4608290b94a0d9da68bd262f2ad3a,72.0,64000.0,4.0,67.03,2.0,2.0,0.0,2,Low-Spend Infrequent Users
f82d0dd16175415a83dfa4fecdb7c792,58.0,70000.0,7.0,98.92,6.0,5.0,6.0,1,High-Value Loyalists
0fd8305cb5f94b369ed682d8940176c9,56.0,53000.0,7.0,90.35,2.0,2.0,2.0,2,Low-Spend Infrequent Users
612071e0a69046acb1fff4d8762d264b,36.0,73000.0,6.0,9.81,5.0,3.0,0.0,0,Low-Engagement Customers
da5aaa183d4b49ad8deafa2630df4ab2,51.0,70000.0,3.0,11.84,2.0,1.0,0.0,2,Low-Spend Infrequent Users
feb81af45577406ba2412511b8b106f3,47.0,58000.0,14.0,185.21,3.0,3.0,4.0,4,Frequent Low-Spenders
655ed241ef95444da9e71fd07e799751,69.0,114000.0,9.0,270.81,5.0,2.0,6.0,3,Affluent Moderates
39287b12a7834648ba2193874e34eb67,69.0,58000.0,5.0,673.67,5.0,3.0,4.0,1,High-Value Loyalists
06de851506d44f9f803058b8e01d4392,53.0,68000.0,23.0,77.58,6.0,5.0,6.0,4,Frequent Low-Spenders
736d5d74b22f4a9584827d8dc2e1f5b2,49.0,74000.0,1.0,26.62,6.0,3.0,2.0,0,Low-Engagement Customers
072731be403a472883bed6c38a8e7aa8,50.0,73000.0,8.0,131.9,4.0,4.0,8.0,1,High-Value Loyalists
ec8a12c9d36142efbff26a115fcc491d,33.0,63000.0,14.0,54.24,4.0,3.0,4.0,4,Frequent Low-Spenders
910a58abd30c4df596b3904b4471c626,61.0,72000.0,8.0,115.2,3.0,3.0,4.0,3,Affluent Moderates
e0c1daba98974e05b0494c3247828631,56.0,71000.0,5.0,110.13,5.0,3.0,6.0,3,Affluent Moderates
0622afdf88de4cb4b0b59f08312c344c,64.0,66000.0,5.0,17.29,5.0,2.0,2.0,0,Low-Engagement Customers
9a016ced390440d9962499459afce371,47.0,60000.0,4.0,49.61,5.0,5.0,4.0,0,Low-Engagement Customers
8f96205fd4b5417f8ad3771926ce0c79,26.0,50000.0,22.0,58.74,5.0,3.0,6.0,4,Frequent Low-Spenders
6b3b82ebed4e471e81e199ffdc32c52e,47.0,54000.0,12.0,158.58,6.0,6.0,6.0,1,High-Value Loyalists
a85e833765284962af10e8156d04396c,77.0,90000.0,3.0,96.58000000000001,5.0,5.0,4.0,3,Affluent Moderates
79904d30eb8a4763b5011a010e53fb97,52.0,54000.0,2.0,14.39,4.0,4.0,2.0,0,Low-Engagement Customers
5a72c88daab343ab89b3432e7ab11317,23.0,49000.0,3.0,4.21,3.0,2.0,0.0,2,Low-Spend Infrequent Users
ff48bf4b65cf41a29d7086e3f742a73e,55.0,57000.0,0.0,0.0,5.0,4.0,0.0,0,Low-Engagement Customers
c62495616d1a475e9d6af7827c6dfd86,37.0,72000.0,3.0,10.92,5.0,2.0,2.0,2,Low-Spend Infrequent Users
895cedf9adcc4c8ab3767b70f03cad69,81.0,108000.0,4.0,117.75999999999999,6.0,5.0,6.0,1,High-Value Loyalists
f996325f8eba45b1923032c0b9945220,51.0,72000.0,7.0,128.91,4.0,3.0,6.0,3,Affluent Moderates
233135b25fbe42b6afc24081d9caf06a,54.0,97000.0,8.0,236.22,5.0,5.0,8.0,1,High-Value Loyalists
7f8c08f37eeb4e88885295e3c1c8429e,69.0,69000.0,3.0,8.02,5.0,2.0,0.0,0,Low-Engagement Customers
9494823c73a9408db756d4cfacd9c8ee,61.0,119000.0,5.0,162.9,4.0,2.0,6.0,3,Affluent Moderates
e6d9da82e0bf4894a8570374f87f0588,85.0,104000.0,9.0,243.11,5.0,3.0,8.0,1,High-Value Loyalists
5b840b03cb2e48f0968e6df6260cd89d,22.0,32000.0,3.0,8.03,5.0,3.0,0.0,0,Low-Engagement Customers
13c3884c80ee4878ad15e81ab63cb95c,64.0,36000.0,14.0,50.19,6.0,3.0,2.0,4,Frequent Low-Spenders
acc7e5f4e14a4297a80ec65c170c9c4d,72.0,87000.0,11.0,272.34000000000003,6.0,5.0,12.0,1,High-Value Loyalists
158d8edca3b443c7a65eaffd591bdc27,49.0,52000.0,6.0,90.59,5.0,5.0,6.0,0,Low-Engagement Customers
ab30c9f39ed8437084047b83de9a0139,52.0,39000.0,19.0,196.87,5.0,4.0,8.0,4,Frequent Low-Spenders
1ffbfe62d38f4a0ebae49a79b1dd8601,73.0,110000.0,10.0,278.6,5.0,3.0,6.0,3,Affluent Moderates
b170886053344d3a8b6c8f3a5672b059,46.0,76000.0,6.0,124.19999999999999,3.0,3.0,4.0,3,Affluent Moderates
4c0f0e94e78c46baa2d06445a5af0546,80.0,77000.0,7.0,143.59,5.0,4.0,8.0,1,High-Value Loyalists
2070b9fd7b9e49ed8e797a81f16562d1,36.0,39000.0,4.0,9.69,4.0,3.0,0.0,2,Low-Spend Infrequent Users
d702ce170a8846fcbb9d16cea56af505,64.0,85000.0,1.0,21.4,4.0,4.0,4.0,3,Affluent Moderates
77bd92cabd144697906127ad2327e697,86.0,59000.0,4.0,9.01,4.0,2.0,0.0,2,Low-Spend Infrequent Users
e8b235494f694a00bf8b3f1915eb8039,40.0,56000.0,9.0,22.57,4.0,0.0,2.0,2,Low-Spend Infrequent Users
923221df63774ab78306eaae67a86082,49.0,62000.0,9.0,21.880000000000003,4.0,1.0,2.0,2,Low-Spend Infrequent Users
7fdc6386e3e3460d8bab1f8f31bc72d6,36.0,51000.0,10.0,114.09,3.0,3.0,4.0,2,Low-Spend Infrequent Users
b85acef400ab40cca023cb5895e07d97,29.0,58000.0,5.0,15.75,5.0,2.0,0.0,2,Low-Spend Infrequent Users
847c7af48a2e46ba98d14d766b436a9d,36.0,60000.0,7.0,28.01,3.0,3.0,2.0,2,Low-Spend Infrequent Users
c0231649f05d40889e3a6e1172303b37,39.0,53000.0,19.0,266.15,6.0,6.0,12.0,1,High-Value Loyalists
9b75ecc50287471c9154e85be26068a1,41.0,55000.0,4.0,18.95,4.0,3.0,0.0,2,Low-Spend Infrequent Users
59234786075e4b508bad7075122dc23e,86.0,72000.0,6.0,133.1,4.0,3.0,6.0,3,Affluent Moderates
8f5592cf479e4fd3b37fdfffa65977ff,46.0,88000.0,4.0,79.42,5.0,5.0,0.0,0,Low-Engagement Customers
8121823454154aca8766a4753fe0c26d,42.0,56000.0,7.0,91.15,2.0,0.0,4.0,2,Low-Spend Infrequent Users
1ac0142abefa459aa275aeb9410b6109,54.0,34000.0,13.0,114.5,5.0,4.0,6.0,4,Frequent Low-Spenders
f70a6bf75f6f4fe4ae288f034b562b8b,47.0,82000.0,4.0,85.55,5.0,5.0,6.0,0,Low-Engagement Customers
313f11a99c9e45aaab99f3af379349ad,44.0,30000.0,18.0,124.7,4.0,4.0,8.0,4,Frequent Low-Spenders
ce2a843de1684511a4276942c4ccead8,19.0,61000.0,16.0,54.28,6.0,5.0,4.0,4,Frequent Low-Spenders
248bbe21f980472db713800afcc46816,42.0,66000.0,10.0,151.07,5.0,5.0,6.0,4,Frequent Low-Spenders
0abb3f3cf3634fd4866a22052f8c9e5f,57.0,97000.0,11.0,998.59,5.0,5.0,8.0,1,High-Value Loyalists
40ce078d5b2a43d19138a788754520be,61.0,31000.0,30.0,220.22,4.0,4.0,8.0,4,Frequent Low-Spenders
adcbfd37ea65430d852cb783808d05da,56.0,46000.0,6.0,17.490000000000002,4.0,4.0,0.0,0,Low-Engagement Customers
3e1f861274834e59a88d4f721c747806,23.0,47000.0,5.0,8.09,4.0,4.0,0.0,2,Low-Spend Infrequent Users
47ba5d6d618e4e4a8c1baeff7047a44f,54.0,109000.0,4.0,114.37,5.0,4.0,6.0,3,Affluent Moderates
ba1d8661fce44d34ba7fc0b3dbdbf223,65.0,70000.0,16.0,346.8,5.0,2.0,8.0,1,High-Value Loyalists
8de3433dc1e846aeabc68799e7384d79,75.0,83000.0,0.0,0.0,4.0,3.0,0.0,3,Affluent Moderates
36c3f21fa1ea4c15966a04e8ee375a34,46.0,70000.0,14.0,69.72,5.0,4.0,8.0,4,Frequent Low-Spenders
f0d129d6bb79456b8529884a83d16007,69.0,51000.0,4.0,48.0,6.0,4.0,8.0,0,Low-Engagement Customers
c0575658bcbf47498787e8253f00c87f,58.0,94000.0,7.0,153.45,2.0,2.0,4.0,3,Affluent Moderates
b75b00a50cfa4059aef0851e81904a24,67.0,114000.0,10.0,244.96,6.0,4.0,10.0,1,High-Value Loyalists
49ae517b9f4c4ee1a07418b28ea549c2,66.0,96000.0,2.0,46.83,5.0,1.0,2.0,3,Affluent Moderates
74baf5c00ec246b19efd321ce3873352,18.0,38000.0,13.0,29.54,2.0,2.0,2.0,2,Low-Spend Infrequent Users
f842cf8ca9ff488abd1579ab2453283f,73.0,43000.0,6.0,21.1,4.0,3.0,2.0,2,Low-Spend Infrequent Users
352237925fae412d801ac31a531cca82,59.0,83000.0,0.0,0.0,5.0,2.0,0.0,0,Low-Engagement Customers
8619c8b196d44521a0102307117162c1,42.0,61000.0,4.0,14.2,5.0,3.0,0.0,0,Low-Engagement Customers
b11ad86678e347efb43115795a2d053e,84.0,37000.0,17.0,126.88000000000001,4.0,3.0,6.0,4,Frequent Low-Spenders
a3987eccf7c744b7985e432bdb377742,71.0,87000.0,5.0,127.15,4.0,2.0,0.0,3,Affluent Moderates
56be387667484ed98219c34cad38d8c7,52.0,91000.0,7.0,157.32,5.0,3.0,10.0,1,High-Value Loyalists
9893d7208428455a98dc1a402148b3c8,57.0,70000.0,5.0,595.7900000000001,4.0,3.0,8.0,1,High-Value Loyalists
af76332f99e34945ac7e4880c74f7c91,66.0,97000.0,8.0,161.56,5.0,4.0,4.0,3,Affluent Moderates
ff32850d18294e8281866662bea65858,58.0,72000.0,9.0,185.18,3.0,2.0,6.0,3,Affluent Moderates
e221d896cd5147768d19ea5bc3a53fe4,53.0,49000.0,10.0,135.41,5.0,3.0,4.0,4,Frequent Low-Spenders
ba8cf7c979d64fa681e943bf394a6eb3,49.0,91000.0,2.0,54.56,5.0,4.0,2.0,0,Low-Engagement Customers
cbabc68837524896880e4fbd8c6b1c34,56.0,55000.0,15.0,225.1,6.0,5.0,10.0,1,High-Value Loyalists
327cf20d527444aa9a7547f4aec21bb2,69.0,88000.0,8.0,182.82999999999998,5.0,3.0,10.0,1,High-Value Loyalists
7f40846c42db4c4db3c03080f9f476d7,69.0,75000.0,14.0,218.39000000000001,6.0,4.0,10.0,1,High-Value Loyalists
8e7d398d4bd948e397e201ad2bd5cce8,25.0,61000.0,27.0,94.85,6.0,6.0,6.0,4,Frequent Low-Spenders
65754f3b7ac94c1b8309e22162bb5c17,55.0,86000.0,9.0,184.44,5.0,3.0,6.0,3,Affluent Moderates
fa02399824e44bab9485d2a19907f057,22.0,48000.0,11.0,162.41,3.0,2.0,0.0,2,Low-Spend Infrequent Users
02c8c9806a8c44f792a218fb2e8756b3,28.0,45000.0,4.0,21.93,5.0,4.0,2.0,0,Low-Engagement Customers
568ef95aa1cd4c11b9d2957865df672c,69.0,81000.0,6.0,129.83,5.0,2.0,4.0,3,Affluent Moderates
d89ddbfc1fa9433b85f8a19b6c849e7b,56.0,43000.0,3.0,9.819999999999999,4.0,3.0,0.0,2,Low-Spend Infrequent Users
654c2fc759ce42659ef8e61d6e03ee00,40.0,57000.0,11.0,176.1,6.0,6.0,10.0,1,High-Value Loyalists
9b0b6a79feaa489482974734269b57bc,48.0,71000.0,12.0,615.4,5.0,5.0,8.0,1,High-Value Loyalists
c1476e44a37b4b189bad63490a0b1748,29.0,36000.0,4.0,15.030000000000001,4.0,3.0,0.0,2,Low-Spend Infrequent Users
8327c7a472974fbb9569532a55c07204,49.0,82000.0,4.0,79.28999999999999,5.0,4.0,4.0,0,Low-Engagement Customers
a92044bd2adf48119fc564132e64eb26,61.0,65000.0,7.0,18.26,5.0,3.0,0.0,0,Low-Engagement Customers
4ffabbe645864029af2415cff4e05065,48.0,55000.0,6.0,86.47,5.0,5.0,4.0,0,Low-Engagement Customers
43a50d7e5c8547a9aa1ec31291b9fc30,48.0,57000.0,8.0,30.91,6.0,1.0,2.0,2,Low-Spend Infrequent Users
d53f33e6bd1b4f1cb5273bef76b5b9f6,53.0,76000.0,5.0,111.24,5.0,5.0,6.0,0,Low-Engagement Customers
cc35fd7b202a43d19eddbec7b76e01ca,41.0,76000.0,9.0,207.21,3.0,3.0,6.0,3,Affluent Moderates
35f0a49ba7784141a3adadef2ad8fc35,42.0,42000.0,12.0,130.24,4.0,3.0,6.0,4,Frequent Low-Spenders
